s,p,d,c,o,id,n,Long,Lat
medium,12,1211,2141,KRAK,149190360,LUDŹMIERZ,19.975555555555555,49.468611111111116
medium,12,1210,2149,KRAK,149200270,ŁABOWA,20.85888888888889,49.52638888888889
medium,10,1003,182,POZN,151190030,ŁASK,19.121944444444445,51.596944444444446
medium,24,2415,114,WROC,149180030,ŁAZISKA,18.443055555555556,49.92444444444444
medium,02,0213,14,WROC,151170040,ŁĄKI,17.14638888888889,51.49305555555556
medium,10,1005,272,SOWR,152199992,ŁOWICZ,19.960277777777776,52.11
medium,28,2802,56,GDYN,154190170,ŁOZY,19.950833333333332,54.19472222222222
medium,22,2212,474,GDYN,154170080,ŁUPAWA,17.415555555555553,54.419444444444444
medium,08,0805,17,WROC,152140080,MACZKÓW,14.744444444444444,52.275
medium,14,1411,2658,SOWR,152210030,MAKÓW MAZOWIECKI,21.106944444444444,52.86083333333333
medium,02,0218,13,WROC,151160150,MALCZYCE,16.489722222222223,51.22666666666667
medium,06,0601,267144,KRAK,152230070,MALOWA GÓRA,23.467499999999998,52.103611111111114
medium,14,1416,267147,SOWR,152229999,MAŁKINIA,22.016111111111112,52.674166666666665
medium,02,0223,134,WROC,150160160,MIETKÓW,16.650555555555552,50.968333333333334
medium,30,3014,187,POZN,152150200,MIĘDZYCHÓD,15.886111111111111,52.60416666666667
medium,14,1403,25,SOWR,151210110,MIKA,21.75611111111111,51.67333333333333
medium,10,1018,184,POZN,151180040,MIRKÓW,18.154722222222222,51.315555555555555
medium,02,0212,166,WROC,150150020,MIRSK,15.383888888888889,50.986666666666665
medium,26,2602,216,KRAK,150200010,MNISZEK,20.285,50.7275
medium,32,1424,198,POZN,153150020,MORZYCA,15.146944444444443,53.20861111111111
medium,30,3021,1856,POZN,152160130,MOSINA,16.85638888888889,52.248333333333335
medium,02,0202,134,WROC,150160130,MOŚCISKO,16.584166666666665,50.78194444444444
medium,04,0403,292,GDYN,153170110,MOTYL,17.826666666666668,53.42805555555555
medium,24,2404,181,POZN,150190220,MSTÓW,19.28888888888889,50.83111111111111
medium,12,1207,2138,KRAK,149200060,MSZANA DOLNA,20.059166666666666,49.658055555555556
medium,14,1415,265,SOWR,153210040,MYSZYNIEC,21.340833333333332,53.38638888888889
medium,32,3210,1912,POZN,152140120,MYŚLIBÓRZ,14.862222222222222,52.921388888888885
mediumOutdated,32,3217,18865994,POZN,153160070,NADARZYCE,16.495833333333334,53.465833333333336
medium,16,1606,136,WROC,151170090,NAMYSŁÓW,17.71,51.08027777777778
medium,20,2005,261,SOWR,152230100,NAREWKA,23.725277777777777,52.863055555555555
medium,24,2411,115,WROC,150180090,NĘDZA,18.310555555555556,50.157777777777774
medium,10,1014,181,POZN,151180090,NIECHMIRÓW,18.76222222222222,51.38805555555555
medium,12,1211,2141,KRAK,149200120,NIEDZICA,20.302222222222223,49.41138888888889
medium,16,1609,12,WROC,150170120,NIEMODLIN,17.624444444444446,50.64555555555555
medium,26,2607,234,KRAK,150210080,NIETULISKO DUŻE,21.241944444444446,50.97888888888889
medium,24,2407,181,POZN,150180210,NIWKI,18.662499999999998,50.82083333333334
medium,30,3030,185,POZN,152170060,NOWA WIEŚ PODGÓRNA,17.589444444444442,52.141666666666666
medium,14,1416,267147,SOWR,152210130,NOWE KACZKOWO,21.955555555555556,52.72833333333333
medium,14,1406,254,SOWR,151200090,NOWE MIASTO,20.573333333333334,51.60916666666667
medium,28,2804,55,GDYN,154190110,NOWE SADŁUKI,19.711666666666666,54.26027777777778
medium,02,0201,166,WROC,151150100,NOWOGRODZIEC,15.395833333333332,51.20305555555556
medium,20,2007,265,SOWR,153210210,NOWOGRÓD,21.86527777777778,53.22666666666667
medium,08,0809,16,WROC,151150040,NOWOGRÓD BOBRZAŃSKI,15.236944444444443,51.79861111111111
medium,18,1817,226,KRAK,149220010,NOWOSIELCE,22.070833333333333,49.566944444444445
medium,20,2002,2616,SOWR,153230170,NOWOSIÓŁKI,23.529999999999998,53.17333333333333
medium,28,2804,52,GDYN,154190040,NOWOTKI,19.3,54.2525
medium,22,2210,51,GDYN,154190010,NOWY DWÓR GDAŃSKI,19.113055555555558,54.214444444444446
medium,12,1262,2149,KRAK,149200260,NOWY SĄCZ,20.704722222222223,49.63527777777778
medium,30,3016,185,POZN,152160100,OBORNIKI,16.81361111111111,52.64361111111111
medium,22,2201,474,GDYN,154170230,OBROWO,17.599166666666665,54.26277777777778
medium,30,3017,14,WROC,151170070,ODOLANÓW,17.67,51.57555555555556
medium,30,3017,14,WROC,151170080,ODOLANÓW,17.67027777777778,51.57833333333333
medium,30,3031,1886,POZN,153160250,OKONEK,16.834999999999997,53.52472222222222
medium,32,3212,197432,POZN,153140110,OKUNICA,14.938055555555556,53.1975
medium,28,2862,584,SOWR,153200070,OLSZTYN-KORTOWO,20.471666666666664,53.756388888888885
medium,02,0215,1334,WROC,150170030,OŁAWA,17.29277777777778,50.94777777777777
medium,30,3017,184,POZN,151180010,OŁOBOK,18.06888888888889,51.63944444444444
medium,16,,117,WROC,150170290,OPOLE-GROSZOWICE,17.938333333333333,50.634166666666665
mediumOutdated,06,0606,24,KRAK,150230050,ORŁÓW DREWNIANY,23.196666666666665,50.915
medium,14,1414,,SOWR,152200130,ORZECHOWO,20.864444444444445,52.488055555555555
medium,02,0204,14,WROC,151160140,OSETNO,16.46,51.63194444444444
medium,22,2210,51,GDYN,154190030,OSŁONKA,19.244722222222222,54.265
medium,20,2008,2628,SOWR,153220160,OSOWIEC ,22.62666666666667,53.486666666666665
medium,20,2008,262,SOWR,153220170,OSOWIEC ,22.63861111111111,53.48305555555556
medium,14,1461,265,SOWR,153210090,OSTROŁĘKA,21.56277777777778,53.08388888888889
medium,28,2815,28,GDYN,153190170,OSTRÓDA,19.959444444444443,53.70277777777778
medium,02,0225,174,WROC,151150020,OSTRÓŻNO,15.03277777777778,51.020833333333336
medium,22,2205,48,GDYN,154180040,OSTRZYCE,18.11138888888889,54.256388888888885
medium,04,0401,279,GDYN,152180130,OTŁOCZYNEK,18.690277777777776,52.8975
medium,14,1403,25,SOWR,151210100,OZIEMKÓWKA,21.751666666666665,51.91638888888889
medium,04,0407,1881,POZN,152180030,PAKOŚĆ,18.093055555555555,52.8
medium,06,0613,248,KRAK,151220120,PARCZEW,22.908055555555553,51.6475
medium,14,1419,2756,SOWR,152190080,PARZEŃ,19.541111111111114,52.653888888888886
medium,28,2804,54,GDYN,154190100,PASŁĘK,19.66,54.07055555555556
medium,18,1817,226,KRAK,149210210,PASTWISKA,21.928333333333335,49.52222222222222
medium,24,2417,2132,KRAK,149190150,PEWEL MAŁA,19.305555555555557,49.65861111111111
medium,28,2801,584,SOWR,154200040,PIASECZNO,20.55027777777778,54.21944444444445
medium,14,1418,25,SOWR,152210020,PIASECZNO 2,21.039444444444445,52.06333333333333
medium,02,0209,138,WROC,151160100,PIĄTNICA,16.199166666666667,51.22777777777778
medium,20,2007,263,SOWR,153220010,PIĄTNICA-ŁOMŻA,22.093333333333334,53.19333333333333
medium,28,2802,56,GDYN,154190160,PIERZCHAŁY ,19.848888888888887,54.30083333333333
medium,28,2802,56,GDYN,154190150,PIERZCHAŁY_2,19.848888888888887,54.300555555555555
medium,32,3213,46,GDYN,154160100,PIESZCZ,16.76972222222222,54.45722222222223
medium,26,2608,216,KRAK,150200080,PIŃCZÓW,20.52027777777778,50.51416666666667
medium,30,3007,184,POZN,151180020,PIWONICE,18.107222222222223,51.72666666666667
medium,24,2401,212,KRAK,150190190,PIWOŃ,19.253333333333334,50.48305555555556
medium,08,0802,174,WROC,151140020,PLEŚNO,14.754444444444445,51.91555555555556
medium,20,2003,261,SOWR,152230040,PLOSKI,23.23222222222222,52.90222222222222
medium,24,2402,211,KRAK,149180230,PODKĘPIE,18.9775,49.89555555555555
medium,22,2208,476,GDYN,154170130,POGORZELICE,17.595277777777778,54.48833333333334
medium,18,1801,221,KRAK,149220140,POLANA,22.574166666666667,49.302499999999995
medium,12,1202,213,KRAK,150200100,POPĘDZYNKA,20.549444444444447,50.14138888888889
medium,24,2409,181,POZN,150190150,PORAJ,19.203888888888887,50.67333333333333
medium,30,3064,185,POZN,152160140,POZNAŃ-MOST ROCHA,16.94527777777778,52.40222222222222
medium,28,2808,5848,SOWR,154210020,PROSNA,21.086666666666666,54.23361111111111
medium,12,1201,2138,KRAK,149200170,PROSZÓWKI,20.438333333333333,49.99638888888889
medium,16,1610,117,WROC,150170110,PRUDNIK,17.58861111111111,50.31944444444445
medium,22,2204,48,GDYN,154180270,PRUSZCZ GDAŃSKI,18.630277777777778,54.25
medium,30,3016,186,POZN,152170040,PRUŚCE,17.098333333333333,52.77305555555555
medium,28,2819,582,SOWR,154210080,PRYNOWO,21.72,54.244166666666665
medium,20,2004,2628,SOWR,153220140,PRZECHODY,22.586388888888887,53.555
medium,08,0811,174,WROC,151140040,PRZEWÓZ,14.946944444444444,51.47222222222222
medium,28,2819,582,SOWR,154210060,PRZYSTAŃ,21.650277777777777,54.19083333333333
medium,24,2410,211,KRAK,149180220,PSZCZYNA,18.945833333333333,49.97916666666667
medium,20,2006,264,SOWR,153210170,PTAKI,21.792222222222225,53.393055555555556
medium,30,3031,1886,POZN,153160210,PTUSZA,16.79638888888889,53.36666666666667
medium,22,2211,47,GDYN,154180090,PUCK,18.410833333333333,54.722500000000004
mediumOutdated,12,1213,213,KRAK,150190170,PUSTYNIA,19.23638888888889,50.06333333333333
medium,24,2405,116,WROC,150180160,PYSKOWICE-DZIERŻNO,18.543055555555558,50.3825
medium,24,2405,116,WROC,150180150,PYSKOWICE-DZIERŻNO,18.543333333333337,50.37972222222222
medium,30,3030,183,POZN,152170080,PYZDRY,17.69527777777778,52.16777777777777
medium,16,1610,117,WROC,150170180,RACŁAWICE ŚLĄSKIE,17.78888888888889,50.31527777777777
mediumOutdated,32,3205,42,GDYN,153150050,RESKO,15.395277777777777,53.772777777777776
medium,02,0225,174,WROC,151140050,RĘCZYN,14.98,51.043055555555554
medium,12,1205,218,KRAK,149210010,ROPA,21.04638888888889,49.58583333333333
medium,06,0601,2671448,KRAK,151230020,ROSSOSZ,23.131944444444446,51.85777777777778
medium,24,2411,115,WROC,150180110,RUDA KOZIELSKA,18.401666666666664,50.20472222222222
medium,24,2473,115,WROC,150180140,RYBNIK,18.533055555555556,50.1025
medium,24,2473,115,WROC,150180280,RYBNIK-GOTARTOWICE,18.628611111111113,50.08555555555556
medium,04,0412,28,GDYN,153190060,RYPIN,19.40361111111111,53.06777777777778
medium,02,0209,138,WROC,151160080,RZESZOTARY,16.14472222222222,51.24888888888889
medium,28,2815,28,GDYN,153190140,SAMBOROWO,19.805833333333332,53.669444444444444
medium,08,0801,189,POZN,152150080,SANTOK,15.396666666666667,52.73361111111111
medium,08,0801,1889,POZN,152150090,SANTOK,15.417777777777777,52.73916666666667
medium,18,1808,227,KRAK,150220040,SARZYNA,22.3475,50.327222222222225
medium,28,2801,584,SOWR,154210010,SĘPOPOL,21.00583333333333,54.26611111111111
medium,32,3209,45,GDYN,154160040,SIANÓW,16.28388888888889,54.22277777777778
medium,02,0225,174,WROC,150140020,SIENIAWKA,14.836944444444445,50.896388888888886
medium,08,0803,187,POZN,152150110,SKWIERZYNA,15.500277777777777,52.60194444444445
medium,08,0804,156,WROC,151160260,SŁAWA ŚLĄSKA,16.075277777777778,51.88055555555555
medium,30,3010,183,POZN,152180050,SŁAWSK,18.133333333333333,52.19833333333333
medium,26,2661,2164,KRAK,150200090,SŁOWIK,20.53611111111111,50.83277777777778
medium,22,2263,472,GDYN,154170010,SŁUPSK,17.03111111111111,54.47
medium,28,2814,584,SOWR,154200030,SMOLAJNY,20.396944444444443,54.02583333333333
medium,12,1213,213,KRAK,150190260,SMOLICE,19.460277777777776,50.03111111111111
medium,08,0809,156,WROC,152150170,SMOLNO WIELKIE,15.774444444444445,52.07361111111111
medium,22,2212,474,GDYN,154170060,SMOŁDZINO,17.21472222222222,54.66166666666666
medium,04,0461,292,GDYN,153170140,SMUKAŁA,17.963055555555556,53.18805555555555
medium,20,2002,2616,SOWR,153230080,SOCHONIE,23.180555555555557,53.216944444444444
mediumOutdated,20,2002,2616,SOWR,153230140,SOKOŁDA,23.476388888888888,53.24722222222222
medium,02,0206,16,WROC,150150200,SOSNÓWKA,15.719166666666666,50.82222222222222
medium,28,2817,264,SOWR,153210050,SPYCHOWO,21.346666666666664,53.60861111111111
medium,32,3203,1888,POZN,153160030,STARE DRAWSKO,16.195,53.60166666666667
medium,32,3213,46,GDYN,154160070,STARY KRAKÓW,16.60638888888889,54.44222222222222
medium,12,1210,2142,KRAK,149200220,STARY SĄCZ,20.65972222222222,49.56861111111112
medium,32,3215,44,GDYN,153160080,STORKOWO,16.495,53.77916666666667
mediumOutdated,14,1420,268,SOWR,152200080,STRACHOWO,20.43861111111111,52.63055555555555
medium,12,1201,2138,KRAK,149200130,STRADOMKA,20.308333333333334,49.92055555555555
medium,22,2204,48,GDYN,154180180,SUCHY DĄB,18.731944444444444,54.231388888888894
medium,20,2002,261,SOWR,152220080,SURAŻ,22.955,52.94888888888889
medium,12,1211,2141,KRAK,149200020,SZAFLARY,20.02472222222222,49.424166666666665
medium,30,3024,187,POZN,152160080,SZAMOTUŁY,16.581666666666667,52.61222222222222
medium,20,2001,2622,SOWR,153220290,SZCZEBRA,22.975277777777777,53.90611111111111
medium,32,3262,197,GDYN,153140050,SZCZECIN MOST DŁUGI,14.559722222222224,53.4225
medium,32,3262,197,GDYN,153140190,SZCZECIN-PODJUCHY,14.592500000000001,53.36888888888889
medium,10,1001,182,POZN,151190020,SZCZERCÓW,19.113611111111112,51.32833333333333
medium,14,1415,265,SOWR,153210140,SZKWA,21.685833333333335,53.180277777777775
medium,08,0810,16,WROC,151150130,SZPROTAWA,15.555277777777778,51.56527777777777
medium,08,0810,16,WROC,151150120,SZPROTAWA,15.526666666666667,51.561388888888885
medium,14,1413,268,SOWR,153200020,SZREŃSK,20.128333333333334,53.00972222222222
medium,28,2814,5844,SOWR,153200090,SZYPRY,20.57361111111111,53.83555555555556
medium,02,0211,13,WROC,151160130,ŚCINAWA,16.443333333333335,51.40888888888889
medium,02,0223,1336,WROC,151160230,ŚLĘZA,16.985,51.0375
medium,30,3026,185,POZN,152170010,ŚREM,17.016111111111112,52.09305555555556
medium,02,0219,134,WROC,150160020,ŚWIEBODZICE,16.31361111111111,50.86027777777778
medium,08,0801,189,POZN,152150010,ŚWIERKOCIN,14.999444444444444,52.650555555555556
medium,32,3263,33,GDYN,153140010,ŚWINOUJŚCIE,14.264444444444445,53.90833333333333
medium,22,2214,299,GDYN,154180150,TCZEW,18.805555555555557,54.08722222222222
medium,04,0414,294,GDYN,153180040,TLEŃ,18.25777777777778,53.62
medium,28,2804,55,GDYN,154190090,TOLKMICKO,19.523055555555555,54.32333333333334
medium,28,2814,56,GDYN,153200040,TOMARYNY,20.206666666666667,53.736111111111114
medium,30,3023,183,POZN,152170150,TRĄBCZYN,17.97611111111111,52.13805555555555
medium,02,0223,13,WROC,151170030,TRESTNO,17.146944444444443,51.08222222222223
medium,14,1413,268,SOWR,152200020,TRZCINIEC,20.171944444444446,52.93055555555555
medium,32,3211,31,GDYN,153140040,TRZEBIEŻ,14.51888888888889,53.659166666666664
medium,20,2005,261,SOWR,152230060,TRZEŚCIANKA,23.425555555555558,52.93888888888888
medium,04,0416,292,GDYN,153170120,TUCHOLA,17.903333333333332,53.573055555555555
medium,22,2210,51,GDYN,154190020,TUJSK,19.138333333333332,54.284166666666664
medium,16,1609,118,WROC,150180020,TURAWA,18.076666666666668,50.73972222222222
medium,02,0225,174,WROC,150140030,TUROSZÓW,14.917777777777777,50.93888888888888
mediumOutdated,24,2405,115,WROC,150180120,TWORÓG MAŁY,18.466666666666665,50.25666666666667
medium,32,3201,44,GDYN,153160020,TYCHÓWKO,16.06527777777778,53.90083333333333
medium,16,1609,13,WROC,150170130,UJŚCIE NYSY KŁODZKIEJ,17.66111111111111,50.818333333333335
mediumOutdated,10,1011,183,POZN,151180110,UNIEJÓW,18.791111111111114,51.972500000000004
medium,22,2212,472,GDYN,154160110,USTKA,16.85388888888889,54.588055555555556
medium,12,1205,218,KRAK,149210190,UŚCIE GORLICKIE,21.140833333333333,49.51972222222222
medium,12,1218,2134,KRAK,149190180,WADOWICE,19.511111111111113,49.87722222222222
medium,14,1415,265,SOWR,153210120,WALERY,21.619444444444444,53.14722222222222
medium,18,1811,217,KRAK,150210070,WAMPIERZÓW,21.230833333333333,50.29944444444444
medium,22,2211,47,GDYN,154180050,WARSZKOWSKI MŁYN,18.153055555555554,54.69166666666666
medium,22,2206,294,GDYN,154170180,WAWRZYNOWO,17.8975,54.04555555555555
medium,24,2404,254,SOWR,150190280,WĄSOSZ,19.68277777777778,50.75111111111111
medium,22,2215,47,GDYN,154180080,WEJHEROWO,18.224999999999998,54.61333333333334
medium,24,2413,118,WROC,150180230,WESOŁA,18.69,50.56166666666666
medium,28,2819,582,SOWR,154210070,WĘGORZEWO,21.730833333333333,54.22666666666667
medium,10,1003,182,POZN,151180150,WIDAWA,18.946666666666665,51.43833333333333
medium,32,3206,,POZN,153140020,WIDUCHOWA,14.381944444444445,53.1225
mediumOutdated,32,3204,31,GDYN,153140080,WIDZIEŃSKO,14.74472222222222,53.66555555555556
medium,28,2817,2654,SOWR,153200160,WIELBARK,20.944166666666668,53.401666666666664
medium,02,0208,12,WROC,150160210,WILKANÓW,16.66222222222222,50.265277777777776
medium,02,0209,138,WROC,151160070,WINNICA,16.09361111111111,51.111666666666665
medium,22,2204,48,GDYN,154180170,WIŚLINA,18.725277777777777,54.3075
medium,20,2007,263,SOWR,153220070,WIZNA,22.408055555555553,53.200833333333335
medium,22,2211,47,GDYN,154180100,WŁADYSŁAWOWO,18.41861111111111,54.79666666666667
medium,14,1428,272,SOWR,152200070,WŁADYSŁAWÓW,20.354166666666668,52.32222222222222
medium,04,0464,278,SOWR,152190020,WŁOCŁAWEK-RUDA,19.021944444444443,52.64888888888889
medium,02,0206,16,WROC,150150100,WOJANÓW,15.826944444444445,50.870555555555555
medium,32,3207,35,GDYN,153140060,WOLIN,14.616666666666667,53.838055555555556
medium,20,2004,2626,SOWR,153220220,WOŹNAWIEŚ,22.749444444444446,53.683611111111105
medium,30,3024,187,POZN,152160050,WRONKI,16.38,52.711666666666666
medium,24,2402,211,KRAK,149180210,ZABRZEG,18.935277777777777,49.92527777777777
medium,14,1410,267145,SOWR,152230200,ZABUŻE,23.04888888888889,52.3175
medium,02,0226,138,WROC,151150160,ZAGRODNO,15.863888888888889,51.18888888888888
medium,14,1424,265,SOWR,152210060,ZAMBSKI KOŚCIELNE,21.20611111111111,52.75611111111111
medium,22,2215,47,GDYN,154180030,ZAMOSTNE,18.103333333333335,54.650277777777774
medium,22,2213,298,GDYN,154180110,ZAPOWIEDNIK,18.46944444444444,54.03861111111111
medium,20,2007,265,SOWR,153210180,ZARUZIE,21.80027777777778,53.14833333333333
medium,12,1213,2134,KRAK,149190170,ZATOR,19.445555555555554,49.99916666666667
medium,18,1801,221,KRAK,149220130,ZATWARNICA,22.563055555555557,49.235
mediumOutdated,14,1434,,SOWR,152210160,ZAWADY,21.214166666666667,52.44416666666666
medium,22,2201,474,GDYN,154170150,ZAWIATY,17.62027777777778,54.3325
medium,30,3015,1878,POZN,152150220,ZBĄSZYŃ,15.923055555555555,52.250277777777775
medium,02,0217,1334,WROC,150170010,ZBOROWICE,17.170555555555556,50.80555555555555
medium,02,0214,136,WROC,151170050,ZBYTOWA,17.406666666666666,51.10583333333334
medium,24,2403,114,WROC,149180050,ZEBRZYDOWICE,18.613333333333333,49.88
mediumOutdated,14,1429,267147,SOWR,152220030,ZEMBRÓW,22.302777777777777,52.5225
medium,24,2417,2132,KRAK,149190090,ŻABNICA,19.18027777777778,49.56472222222222
medium,14,1428,272,SOWR,152200050,ŻUKÓW,20.269166666666667,52.26166666666666
highOutdated,04,0402,28,GDYN,153190180,BACHOTEK,19.443055555555556,53.32
highOutdated,28,2813,2628,SOWR,154220020,BORKI,22.17138888888889,54.1
high,16,1602,112,WROC,150170170,BRANICE,17.771944444444443,50.05138888888889
high,04,0402,28,GDYN,153190050,BRODNICA,19.40083333333333,53.25555555555555
highOutdated,28,2805,2626,SOWR,153220110,CHEŁCHY,22.467777777777776,53.879444444444445
high,32,3209,44,GDYN,154160080,CYBULINO,16.61777777777778,54.040277777777774
high,20,2004,2628,SOWR,153220310,CZARNA WIEŚ,22.639444444444443,53.711111111111116
high,30,3007,184,POZN,151180050,DĘBE,18.197777777777777,51.79138888888889
high,08,0809,16,WROC,151150050,DOBROSZÓW WIELKI,15.25611111111111,51.774166666666666
high,28,2807,28,GDYN,153190100,DZIARNY,19.614722222222223,53.57055555555556
high,28,2805,2628,SOWR,153220050,EŁK ,22.344166666666666,53.82027777777778
high,22,2261,,GDYN,154180140,GDAŃSK - PORT PÓŁNOCNY,18.698055555555555,54.39972222222222
high,22,2261,48,GDYN,154180160,GDAŃSK - SOBIESZEWO,18.81527777777778,54.34638888888889
high,22,2261,299,GDYN,154180210,GDAŃSK - UJŚCIE WISŁY,18.943055555555556,54.35277777777778
high,28,2806,264,SOWR,154210090,GIŻYCKO,21.761111111111113,54.035555555555554
high,28,2816,264,SOWR,153210130,GŁODOWO,21.655555555555555,53.726111111111116
high,22,2211,47,GDYN,153180120,HEL,18.800555555555555,54.60194444444445
high,28,2807,28,GDYN,153190080,IŁAWA,19.553611111111113,53.599444444444444
high,22,2212,476,GDYN,154170090,IZBICA,17.428055555555556,54.68111111111111
high,30,3005,1856,POZN,152160060,KONOJAD,16.531944444444445,52.15138888888889
high,30,3011,1856,POZN,152160090,KOŚCIAN,16.644166666666667,52.09
high,02,0206,16,WROC,150150110,KOWARY,15.834166666666667,50.79472222222222
high,22,2210,51,GDYN,154190070,KRYNICA MORSKA,19.44527777777778,54.37861111111111
high,28,2805,2626,SOWR,153220150,KUCZE ,22.596944444444443,53.782222222222224
high,10,1004,272,SOWR,152190050,KWIATKÓWEK,19.217499999999998,52.0625
high,04,0406,296,GDYN,153190020,LISNOWO,19.135555555555555,53.448611111111106
high,22,2208,476,GDYN,154170100,ŁEBA,17.550555555555555,54.763333333333335
high,08,0806,1888,POZN,152150150,ŁUGI,15.694166666666668,52.941111111111105
high,30,3010,1881,POZN,152180100,ŁYSEK,18.503611111111113,52.406666666666666
high,28,2816,264,SOWR,153210200,MALDANIN,21.823888888888888,53.650555555555556
high,28,2813,2628,SOWR,154220030,MAŁE WRONKI,22.221944444444443,54.02166666666667
highOutdated,28,2810,264,SOWR,153210110,MIKOŁAJKI,21.5875,53.78916666666667
high,22,2215,476,GDYN,154180020,MIŁOSZEWO,18.029444444444444,54.44
high,28,2802,55,GDYN,154190130,NOWA PASŁĘKA,19.746111111111112,54.42583333333333
high,28,2804,54,GDYN,154190050,NOWAKOWO,19.363055555555558,54.230555555555554
high,28,2812,28,GDYN,153190090,NOWE MIASTO LUBAWSKIE,19.59,53.42222222222222
high,28,2816,264,SOWR,153210190,PISZ,21.80638888888889,53.62444444444444
high,22,2207,52,GDYN,153190030,PRABUTY,19.199722222222224,53.77916666666667
high,08,0812,156,WROC,151160030,RADZYŃ,16.03805555555556,51.87277777777778
high,20,2004,2626,SOWR,153220200,RAJGRÓD ,22.701666666666664,53.730555555555554
high,20,2004,2626,SOWR,153220190,RAJGRÓD ,22.699722222222224,53.73277777777778
high,28,2807,28,GDYN,153190120,RODZONE,19.65972222222222,53.52222222222222
high,04,0406,296,GDYN,153180150,ROGÓŹNO 2,18.948888888888888,53.516666666666666
high,30,3016,186,POZN,152160120,RYCZYWÓŁ,16.839444444444442,52.81583333333333
high,30,3013,14,WROC,151160160,RYDZYNA,16.66888888888889,51.782777777777774
high,30,3023,183,POZN,152170120,SAMARZEWO,17.743055555555557,52.223333333333336
high,14,1420,268,SOWR,152200060,SARBIEWO,20.353333333333335,52.70194444444445
high,28,2811,268,SOWR,153200050,SARNOWO,20.24638888888889,53.26888888888889
highOutdated,28,2805,2626,SOWR,153220120,SORDACHY,22.473333333333333,53.822500000000005
high,04,0406,296,GDYN,153190010,ŚWIECIE,19.098055555555554,53.44333333333333
high,04,0402,28,GDYN,153190190,TAMA BRODZKA,19.47694444444444,53.281666666666666
high,20,2012,2622,SOWR,154220070,WÓLKA,22.616666666666667,54.20388888888889
high,28,2804,54,GDYN,154190080,ŻUKOWO,19.450833333333332,54.10277777777778
warning,14,1435,267149,SOWR,152210150,POPOWO,21.175555555555558,52.528055555555554
